LibA,LibB,comparison,Operation,Depth,Width,Content,delta,delta_abs,magnitude,ci_lower,ci_upper
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,20,5,Boolean,1,1,large,0.9904211003489777,1
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,20,5,Boolean,-1,1,large,-1,-0.9904211003489777
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,20,5,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,20,20,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,20,20,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,20,20,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,20,20,Textual,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,20,20,Textual,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,20,20,Textual,-1,1,large,-1,-0.9904211003489777
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,20,20,Textual,-1,1,large,-1,-0.9904211003489777
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,20,20,Textual,1,1,large,0.9904211003489777,1
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,20,20,Textual,-1,1,large,-1,-0.9904211003489777
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,20,20,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,20,20,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,20,20,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,20,20,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,20,20,Numeric,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,20,20,Numeric,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,20,20,Numeric,1,1,large,0.9904211003489777,1
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,20,20,Numeric,-1,1,large,-1,-0.9904211003489777
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,20,20,Numeric,1,1,large,0.9904211003489777,1
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,20,20,Numeric,-1,1,large,-1,-0.9904211003489777
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,20,20,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,20,20,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,20,20,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,20,20,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,20,20,Boolean,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,20,20,Boolean,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,20,20,Boolean,-1,1,large,-1,-0.9904211003489777
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,20,20,Boolean,-1,1,large,-1,-0.9904211003489777
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,20,20,Boolean,1,1,large,0.9904211003489777,1
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,20,20,Boolean,-1,1,large,-1,-0.9904211003489777
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,20,20,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,20,50,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,20,50,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,20,50,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,20,50,Textual,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,20,50,Textual,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,20,50,Textual,-1,1,large,-1,-0.9904211003489777
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,20,50,Textual,-1,1,large,-1,-0.9904211003489777
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,20,50,Textual,1,1,large,0.9904211003489777,1
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,20,50,Textual,-1,1,large,-1,-0.9904211003489777
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,20,50,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,20,50,Numeric,1,1,large,0.9904211003489777,1
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,20,50,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,20,50,Numeric,1,1,large,0.9904211003489777,1
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,20,50,Numeric,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,20,50,Numeric,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,20,50,Numeric,1,1,large,0.9904211003489777,1
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,20,50,Numeric,-1,1,large,-1,-0.9904211003489777
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,20,50,Numeric,1,1,large,0.9904211003489777,1
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,20,50,Numeric,-1,1,large,-1,-0.9904211003489777
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,20,50,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,20,50,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,20,50,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,20,50,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,20,50,Boolean,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,20,50,Boolean,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,20,50,Boolean,-1,1,large,-1,-0.9904211003489777
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,20,50,Boolean,-1,1,large,-1,-0.9904211003489777
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,20,50,Boolean,1,1,large,0.9904211003489777,1
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,20,50,Boolean,-1,1,large,-1,-0.9904211003489777
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,20,50,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,20,100,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,20,100,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,20,100,Textual,-0.8666666666666667,0.8666666666666667,large,-0.9787990298633141,-0.3548294736672036
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,20,100,Textual,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,20,100,Textual,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,20,100,Textual,1,1,large,0.9904211003489777,1
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,20,100,Textual,-1,1,large,-1,-0.9904211003489777
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,20,100,Textual,1,1,large,0.9904211003489777,1
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,20,100,Textual,-1,1,large,-1,-0.9904211003489777
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,20,100,Textual,-1,1,large,-1,-0.9904211003489777
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,20,100,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,20,100,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,20,100,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,20,100,Numeric,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,20,100,Numeric,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,20,100,Numeric,1,1,large,0.9904211003489777,1
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,20,100,Numeric,-1,1,large,-1,-0.9904211003489777
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,20,100,Numeric,1,1,large,0.9904211003489777,1
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,20,100,Numeric,-1,1,large,-1,-0.9904211003489777
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,20,100,Numeric,-1,1,large,-1,-0.9904211003489777
SpanJson,Utf8Json,SpanJson vs Utf8Json,Serialize,20,100,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,STJRefGen,SpanJson vs STJRefGen,Serialize,20,100,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,STJSrcGen,SpanJson vs STJSrcGen,Serialize,20,100,Boolean,-1,1,large,-1,-0.9904211003489777
SpanJson,Newtonsoft,SpanJson vs Newtonsoft,Serialize,20,100,Boolean,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJRefGen,Utf8Json vs STJRefGen,Serialize,20,100,Boolean,-1,1,large,-1,-0.9904211003489777
Utf8Json,STJSrcGen,Utf8Json vs STJSrcGen,Serialize,20,100,Boolean,-1,1,large,-1,-0.9904211003489777
Utf8Json,Newtonsoft,Utf8Json vs Newtonsoft,Serialize,20,100,Boolean,-1,1,large,-1,-0.9904211003489777
STJRefGen,STJSrcGen,STJRefGen vs STJSrcGen,Serialize,20,100,Boolean,1,1,large,0.9904211003489777,1
STJRefGen,Newtonsoft,STJRefGen vs Newtonsoft,Serialize,20,100,Boolean,-1,1,large,-1,-0.9904211003489777
STJSrcGen,Newtonsoft,STJSrcGen vs Newtonsoft,Serialize,20,100,Boolean,-1,1,large,-1,-0.9904211003489777
